,alpha,beta,MSE,MAE,R2
1927,0.2,0.47,2676.026215,39.84861753,0.516062146
1928,0.2,0.48,2667.623707,39.78251599,0.517581672
1929,0.2,0.49,2657.041054,39.70610324,0.51949546
1930,0.2,0.5,2657.367852,39.8428444,0.519436361
1931,0.2,0.51,2646.430076,39.63375644,0.52141437
1932,0.2,0.52,2664.083183,39.83929722,0.518221947
1933,0.2,0.53,2667.918029,39.75538695,0.517528446
1934,0.2,0.54,2666.012337,39.83489315,0.517873075
1935,0.2,0.55,2667.030887,39.77603616,0.517688879
1936,0.2,0.56,2635.211423,39.57525078,0.523443173
1937,0.2,0.57,2684.458814,39.81834998,0.514537178
1938,0.2,0.58,2664.387268,39.7285766,0.518166956
1939,0.2,0.59,2666.856683,39.83116097,0.517720382
1940,0.2,0.6,2667.63735,39.81826979,0.517579205
1941,0.2,0.61,2651.497396,39.67586009,0.520497986
1942,0.2,0.62,2650.826193,39.61002355,0.520619367
1943,0.2,0.63,2648.508148,39.58713482,0.521038567
1944,0.2,0.64,2657.701856,39.68408965,0.519375959
1945,0.2,0.65,2655.84283,39.75615658,0.519712149
1946,0.2,0.66,2650.310138,39.60555687,0.520712692
1947,0.2,0.67,2651.925573,39.65139009,0.520420553
1948,0.2,0.68,2659.953124,39.77041326,0.518968835
1949,0.2,0.69,2653.716094,39.68737456,0.520096752
1950,0.2,0.7,2680.071867,39.83348468,0.515330522
1951,0.2,0.71,2656.026027,39.79652593,0.519679019
1952,0.2,0.72,2662.1103,39.74257774,0.518578727
1953,0.2,0.73,2654.196064,39.70828379,0.520009953
1954,0.2,0.74,2665.736517,39.84976314,0.517922955
1955,0.2,0.75,2667.912285,39.77513198,0.517529485
1956,0.2,0.76,2659.050716,39.69790752,0.519132029
1957,0.2,0.77,2657.981157,39.68867891,0.51932545
1958,0.2,0.78,2643.018978,39.63380188,0.52203124
1959,0.2,0.79,2654.774282,39.78301025,0.519905387
1960,0.2,0.8,2640.94964,39.65146957,0.522405463
1961,0.2,0.81,2638.850682,39.59920147,0.522785042
1962,0.2,0.82,2657.365996,39.74333672,0.519436697
1963,0.2,0.83,2670.481814,39.92311208,0.517064806
1964,0.2,0.84,2661.63403,39.81122712,0.518664857
1965,0.2,0.85,2653.614301,39.73936055,0.52011516
1966,0.2,0.86,2651.910635,39.6657484,0.520423255
1967,0.2,0.87,2674.781476,39.83786821,0.516287247
1968,0.2,0.88,2663.176522,39.82452369,0.51838591
1969,0.2,0.89,2644.291474,39.64658884,0.521801119
1970,0.2,0.9,2647.890947,39.62757668,0.521150183
1971,0.2,0.91,2649.328259,39.65617666,0.520890257
1972,0.2,0.92,2656.30651,39.83081793,0.519628296
1973,0.2,0.93,2664.526359,39.75780053,0.518141802
1974,0.2,0.94,2649.352777,39.76718157,0.520885823
1975,0.2,0.95,2660.198184,39.77712595,0.518924518
1976,0.2,0.96,2650.514231,39.79538623,0.520675783
1977,0.2,0.97,2665.053483,39.94518246,0.518046476
1978,0.2,0.98,2655.787723,39.72262327,0.519722115
1979,0.2,0.99,2663.587414,39.807384,0.518311603
1980,0.21,0.01,2643.450683,39.60217754,0.521953169
1981,0.21,0.02,2661.247719,39.69599823,0.518734718
1982,0.21,0.03,2653.345466,39.64914148,0.520163777
1983,0.21,0.04,2648.740609,39.63155844,0.520996529
1984,0.21,0.05,2648.170277,39.67434543,0.521099669
1985,0.21,0.06,2676.056365,39.88886774,0.516056693
1986,0.21,0.07,2658.799737,39.73114136,0.519177416
1987,0.21,0.08,2658.87478,39.66424527,0.519163845
1988,0.21,0.09,2673.218203,39.8303641,0.516569952
1989,0.21,0.1,2662.173408,39.77321553,0.518567315
1990,0.21,0.11,2673.73077,39.85688184,0.516477259
1991,0.21,0.12,2664.673273,39.74721328,0.518115234
1992,0.21,0.13,2659.614953,39.77476564,0.519029991
1993,0.21,0.14,2649.591002,39.73967239,0.520842742
1994,0.21,0.15,2644.662168,39.68725301,0.521734082
1995,0.21,0.16,2674.446994,39.86734154,0.516347735
1996,0.21,0.17,2634.133033,39.55392376,0.523638191
1997,0.21,0.18,2649.613374,39.71207796,0.520838696
1998,0.21,0.19,2662.763855,39.76746082,0.518460537
1999,0.21,0.2,2661.267336,39.70552708,0.518731171
2000,0.21,0.21,2683.080267,39.91723252,0.514786477
2001,0.21,0.22,2643.491772,39.68120984,0.521945739
2002,0.21,0.23,2683.056019,39.91389102,0.514790862
2003,0.21,0.24,2654.933833,39.67131391,0.519876534
2004,0.21,0.25,2658.488716,39.75426537,0.519233662
2005,0.21,0.26,2646.101033,39.64949,0.521473875
2006,0.21,0.27,2656.61974,39.68230071,0.519571651
2007,0.21,0.28,2668.667173,39.83809666,0.517392969
2008,0.21,0.29,2665.883039,39.87468097,0.517896458
2009,0.21,0.3,2652.01906,39.6595008,0.520403647
2010,0.21,0.31,2662.169149,39.69035854,0.518568085
2011,0.21,0.32,2652.956944,39.74017609,0.520234038
2012,0.21,0.33,2673.926063,39.95284106,0.516441942
2013,0.21,0.34,2668.551652,39.78825756,0.517413861
2014,0.21,0.35,2677.605999,40.01614652,0.515776455
2015,0.21,0.36,2649.723979,39.68246919,0.520818694
2016,0.21,0.37,2664.745237,39.69788598,0.51810222
2017,0.21,0.38,2645.086311,39.60395016,0.521657379
2018,0.21,0.39,2679.854976,39.99741888,0.515369745
2019,0.21,0.4,2665.527853,39.81322491,0.51796069
2020,0.21,0.41,2694.917994,39.96820736,0.512645719
2021,0.21,0.42,2657.080122,39.59108531,0.519488395
2022,0.21,0.43,2664.804348,39.85302553,0.51809153
2023,0.21,0.44,2647.787541,39.63527313,0.521168883
2024,0.21,0.45,2648.949653,39.71872186,0.520958725
2025,0.21,0.46,2650.941624,39.74079609,0.520598493
2026,0.21,0.47,2667.484342,39.9473348,0.517606875
2027,0.21,0.48,2660.281723,39.87213017,0.518909411
2028,0.21,0.49,2634.568577,39.5857999,0.523559427
2029,0.21,0.5,2644.734724,39.67013855,0.521720961
2030,0.21,0.51,2642.417716,39.62428705,0.522139973
2031,0.21,0.52,2657.360935,39.7499614,0.519437612
2032,0.21,0.53,2669.251154,39.88220077,0.517287361
2033,0.21,0.54,2680.351825,39.86482536,0.515279894
2034,0.21,0.55,2656.745541,39.76822066,0.519548901
2035,0.21,0.56,2632.297539,39.50027904,0.523970126
2036,0.21,0.57,2661.290475,39.71747742,0.518726986
2037,0.21,0.58,2651.31134,39.70407365,0.520531633
2038,0.21,0.59,2640.513705,39.68266957,0.522484298
2039,0.21,0.6,2658.244412,39.75272694,0.519277842
2040,0.21,0.61,2651.007735,39.69321798,0.520586537
2041,0.21,0.62,2660.124924,39.76095702,0.518937767
2042,0.21,0.63,2666.854159,39.8337092,0.517720839
2043,0.21,0.64,2661.767023,39.71033385,0.518640806
2044,0.21,0.65,2690.9106,39.99862807,0.513370424
2045,0.21,0.66,2662.752976,39.73958191,0.518462505
2046,0.21,0.67,2668.149777,39.86168517,0.517486536
2047,0.21,0.68,2633.386827,39.48132153,0.523773137
2048,0.21,0.69,2656.846373,39.7015088,0.519530666
2049,0.21,0.7,2643.503421,39.61606409,0.521943632
2050,0.21,0.71,2668.715859,39.77718914,0.517384165
2051,0.21,0.72,2640.052287,39.57842978,0.522567742
2052,0.21,0.73,2654.443304,39.68288767,0.519965242
2053,0.21,0.74,2644.425279,39.63648519,0.521776921
2054,0.21,0.75,2659.319908,39.77661352,0.519083347
2055,0.21,0.76,2637.892893,39.5716693,0.522958251
2056,0.21,0.77,2667.105558,39.87275759,0.517675375
2057,0.21,0.78,2655.180176,39.66682665,0.519831985
2058,0.21,0.79,2667.050704,39.80395552,0.517685295
2059,0.21,0.8,2660.460198,39.8316586,0.518877135
2060,0.21,0.81,2654.132843,39.68874646,0.520021386
2061,0.21,0.82,2644.949103,39.67857705,0.521682192
2062,0.21,0.83,2647.096469,39.80253385,0.521293858
2063,0.21,0.84,2657.834595,39.78281411,0.519351954
2064,0.21,0.85,2660.703804,39.73679037,0.518833081
2065,0.21,0.86,2642.205966,39.57989748,0.522178266
2066,0.21,0.87,2633.00118,39.48484165,0.523842878
2067,0.21,0.88,2630.328511,39.63759822,0.524326209
2068,0.21,0.89,2669.056013,39.78670854,0.517322651
2069,0.21,0.9,2652.680814,39.66069119,0.520283974
2070,0.21,0.91,2659.571587,39.76486667,0.519037833
2071,0.21,0.92,2666.001845,39.77772669,0.517874973
2072,0.21,0.93,2641.610571,39.64181068,0.522285939
2073,0.21,0.94,2659.215181,39.73788894,0.519102286
2074,0.21,0.95,2666.192733,39.86732833,0.517840452
2075,0.21,0.96,2657.418739,39.75771456,0.519427158
2076,0.21,0.97,2635.123152,39.6233983,0.523459136
2077,0.21,0.98,2673.450279,39.82286419,0.516527983
2078,0.21,0.99,2669.105779,39.88400684,0.517313651
2079,0.22,0.01,2662.406477,39.82888688,0.518525166
2080,0.22,0.02,2659.213408,39.77403237,0.519102607
2081,0.22,0.03,2644.474642,39.6273022,0.521767995
2082,0.22,0.04,2634.800588,39.51846186,0.523517469
2083,0.22,0.05,2663.811806,39.77389723,0.518271024
2084,0.22,0.06,2649.663438,39.72398925,0.520829642
2085,0.22,0.07,2681.029622,39.91386195,0.51515732
2086,0.22,0.08,2650.964366,39.64063238,0.52059438
2087,0.22,0.09,2679.693734,39.76802274,0.515398904
2088,0.22,0.1,2652.034789,39.68712511,0.520400803
2089,0.22,0.11,2681.154138,39.9886153,0.515134802
2090,0.22,0.12,2635.317655,39.67893902,0.523423962
2091,0.22,0.13,2663.509491,39.81211075,0.518325695
2092,0.22,0.14,2671.406102,39.84226274,0.516897656
2093,0.22,0.15,2678.155447,39.85590266,0.515677091
2094,0.22,0.16,2677.59699,39.89401115,0.515778084
2095,0.22,0.17,2653.309897,39.66422898,0.52017021
2096,0.22,0.18,2648.433899,39.66864675,0.521051995
2097,0.22,0.19,2664.709551,39.76903636,0.518108674
2098,0.22,0.2,2676.260647,39.8432059,0.516019751
2099,0.22,0.21,2642.285968,39.63524012,0.522163799
2100,0.22,0.22,2657.930484,39.60817688,0.519334614
2101,0.22,0.23,2664.924279,39.77465175,0.518069842
2102,0.22,0.24,2659.420186,39.81228241,0.519065213
2103,0.22,0.25,2656.230692,39.76191134,0.519642007
2104,0.22,0.26,2681.291356,39.82509542,0.515109987
2105,0.22,0.27,2647.894369,39.59001279,0.521149564
2106,0.22,0.28,2653.476963,39.72212275,0.520139997
2107,0.22,0.29,2655.479856,39.72991737,0.51977779
2108,0.22,0.3,2656.093309,39.76854081,0.519666852
2109,0.22,0.31,2680.533988,40.03129311,0.515246951
2110,0.22,0.32,2658.896998,39.69752526,0.519159827
2111,0.22,0.33,2665.060511,39.85887243,0.518045205
2112,0.22,0.34,2672.156062,39.98838351,0.516762032
2113,0.22,0.35,2642.876269,39.59832455,0.522057047
2114,0.22,0.36,2651.960402,39.711875,0.520414255
2115,0.22,0.37,2645.350794,39.65450956,0.52160955
2116,0.22,0.38,2670.529943,39.87279244,0.517056103
2117,0.22,0.39,2654.567449,39.7461008,0.519942791
2118,0.22,0.4,2675.584312,39.8355599,0.51614206
2119,0.22,0.41,2640.578213,39.62753386,0.522472632
2120,0.22,0.42,2654.658547,39.77105021,0.519926317
2121,0.22,0.43,2674.266,39.83949894,0.516380467
2122,0.22,0.44,2675.359313,39.91947546,0.51618275
2123,0.22,0.45,2650.165832,39.64038274,0.520738788
2124,0.22,0.46,2650.735803,39.6759569,0.520635714
2125,0.22,0.47,2647.745234,39.68973281,0.521176534
2126,0.22,0.48,2648.729092,39.70102668,0.520998611
2127,0.22,0.49,2666.5398,39.91243075,0.517777688
2128,0.22,0.5,2652.77347,39.81158743,0.520267218
2129,0.22,0.51,2646.330493,39.69013072,0.521432379
2130,0.22,0.52,2652.175881,39.66507493,0.520375287
2131,0.22,0.53,2665.876015,39.83240865,0.517897728
2132,0.22,0.54,2631.703228,39.57338928,0.524077602
2133,0.22,0.55,2664.993841,39.6957963,0.518057262
2134,0.22,0.56,2679.302256,39.90969076,0.5154697
2135,0.22,0.57,2646.711572,39.6125858,0.521363464
2136,0.22,0.58,2662.033524,39.85818385,0.518592612
2137,0.22,0.59,2660.529966,39.81753135,0.518864518
2138,0.22,0.6,2644.492233,39.63469892,0.521764813
2139,0.22,0.61,2674.840958,39.74068618,0.51627649
2140,0.22,0.62,2670.402271,39.81043946,0.517079191
2141,0.22,0.63,2644.419298,39.59060799,0.521778003
2142,0.22,0.64,2656.360582,39.65184848,0.519618518
2143,0.22,0.65,2667.063354,39.82069406,0.517683007
2144,0.22,0.66,2652.209756,39.75415525,0.520369161
2145,0.22,0.67,2652.871981,39.70710662,0.520249403
2146,0.22,0.68,2634.872021,39.64994277,0.523504551
2147,0.22,0.69,2674.233399,39.87849321,0.516386362
2148,0.22,0.7,2675.967806,39.83070101,0.516072709
2149,0.22,0.71,2663.652523,39.81225073,0.518299829
2150,0.22,0.72,2648.333188,39.64626832,0.521070207
2151,0.22,0.73,2667.243982,39.7478063,0.517650342
2152,0.22,0.74,2665.105432,39.83311053,0.518037082
2153,0.22,0.75,2654.085142,39.73273885,0.520030013
2154,0.22,0.76,2642.252255,39.68070601,0.522169895
2155,0.22,0.77,2650.989321,39.6494517,0.520589867
2156,0.22,0.78,2646.155003,39.6649205,0.521464115
2157,0.22,0.79,2675.627205,39.93050348,0.516134304
2158,0.22,0.8,2666.032099,39.84441237,0.517869501
2159,0.22,0.81,2668.551917,39.88747481,0.517413813
2160,0.22,0.82,2668.070691,39.81714288,0.517500838
2161,0.22,0.83,2651.581564,39.67724371,0.520482765
2162,0.22,0.84,2680.547518,39.92232011,0.515244505
2163,0.22,0.85,2637.367117,39.64280806,0.523053333
2164,0.22,0.86,2655.530054,39.75476322,0.519768712
2165,0.22,0.87,2661.495956,39.83795653,0.518689827
2166,0.22,0.88,2648.288185,39.64983456,0.521078346
2167,0.22,0.89,2672.754172,39.85110609,0.516653869
2168,0.22,0.9,2688.237368,40.00305352,0.513853857
2169,0.22,0.91,2646.101139,39.6429651,0.521473855
2170,0.22,0.92,2671.591657,39.83754972,0.5168641
2171,0.22,0.93,2666.878654,39.8015733,0.517716409
2172,0.22,0.94,2653.896792,39.67402921,0.520064074
2173,0.22,0.95,2630.258655,39.61569554,0.524338842
2174,0.22,0.96,2671.73027,39.79861129,0.516839033
2175,0.22,0.97,2664.107104,39.73174202,0.518217621
2176,0.22,0.98,2656.148451,39.74409936,0.51965688
2177,0.22,0.99,2641.812099,39.67516769,0.522249494
2178,0.23,0.01,2648.590163,39.64701932,0.521023736
2179,0.23,0.02,2668.290619,39.70181742,0.517461066
2180,0.23,0.03,2666.754674,39.78809134,0.51773883
2181,0.23,0.04,2645.47126,39.7210357,0.521587764
2182,0.23,0.05,2655.061409,39.67078513,0.519853463
2183,0.23,0.06,2676.592771,39.86720789,0.515959689
2184,0.23,0.07,2657.000552,39.74593698,0.519502784
2185,0.23,0.08,2667.660785,39.80909131,0.517574967
2186,0.23,0.09,2680.925342,39.82621956,0.515176178
2187,0.23,0.1,2653.809356,39.73661361,0.520079886
2188,0.23,0.11,2654.225134,39.65662675,0.520004696
2189,0.23,0.12,2638.757769,39.55874907,0.522801845
2190,0.23,0.13,2654.019473,39.73517532,0.520041888
2191,0.23,0.14,2665.318845,39.75517655,0.517998488
2192,0.23,0.15,2675.496278,39.81651612,0.516157981
2193,0.23,0.16,2662.38642,39.75014225,0.518528793
2194,0.23,0.17,2681.955535,39.93734546,0.514989876
2195,0.23,0.18,2668.758258,39.83934089,0.517376497
2196,0.23,0.19,2644.296788,39.60379213,0.521800158
2197,0.23,0.2,2662.626863,39.86399385,0.518485311
2198,0.23,0.21,2648.464071,39.6368467,0.521046538
2199,0.23,0.22,2633.305641,39.58696712,0.523787819
2200,0.23,0.23,2659.692014,39.79517903,0.519016055
2201,0.23,0.24,2651.720872,39.67409955,0.520457572
2202,0.23,0.25,2660.809156,39.74084822,0.518814029
2203,0.23,0.26,2660.23746,39.74492032,0.518917415
2204,0.23,0.27,2671.540826,39.88819295,0.516873292
2205,0.23,0.28,2663.932694,39.75143402,0.518249162
2206,0.23,0.29,2666.308429,39.79082318,0.517819529
2207,0.23,0.3,2655.09254,39.72962444,0.519847833
2208,0.23,0.31,2652.558802,39.64987522,0.520306039
2209,0.23,0.32,2665.706902,39.74320758,0.517928311
2210,0.23,0.33,2649.307144,39.59366695,0.520894075
2211,0.23,0.34,2661.928167,39.76193784,0.518611665
2212,0.23,0.35,2657.301854,39.71049185,0.519448296
2213,0.23,0.36,2661.914569,39.71398446,0.518614124
2214,0.23,0.37,2664.043008,39.72044865,0.518229213
2215,0.23,0.38,2627.590086,39.5119949,0.524821431
2216,0.23,0.39,2654.201237,39.72570935,0.520009018
2217,0.23,0.4,2648.521415,39.59594735,0.521036168
2218,0.23,0.41,2680.961733,39.89601493,0.515169597
2219,0.23,0.42,2649.110489,39.6895325,0.520929639
2220,0.23,0.43,2647.754027,39.6671762,0.521174944
2221,0.23,0.44,2673.198559,39.83683856,0.516573505
2222,0.23,0.45,2681.778958,39.87263029,0.515021808
2223,0.23,0.46,2659.456915,39.71751761,0.519058571
2224,0.23,0.47,2631.343827,39.58176454,0.524142597
2225,0.23,0.48,2667.119405,39.85659282,0.517672871
2226,0.23,0.49,2653.573456,39.72172897,0.520122547
2227,0.23,0.5,2679.345357,39.96325186,0.515461906
2228,0.23,0.51,2666.830912,39.71814028,0.517725043
2229,0.23,0.52,2636.93565,39.63515587,0.523131361
2230,0.23,0.53,2650.450945,39.71330397,0.520687228
2231,0.23,0.54,2661.056955,39.8293954,0.518769216
2232,0.23,0.55,2680.082012,39.93706994,0.515328687
2233,0.23,0.56,2678.066324,39.89460977,0.515693209
2234,0.23,0.57,2650.209183,39.58643878,0.520730949
2235,0.23,0.58,2649.094598,39.67770342,0.520932512
2236,0.23,0.59,2666.606049,39.76003526,0.517765707
2237,0.23,0.6,2659.944311,39.77064527,0.518970429
2238,0.23,0.61,2667.973228,39.76910113,0.517518464
2239,0.23,0.62,2658.700247,39.72989443,0.519195408
2240,0.23,0.63,2664.900522,39.7634159,0.518074138
2241,0.23,0.64,2661.478709,39.6571372,0.518692945
2242,0.23,0.65,2635.376271,39.69277261,0.523413362
2243,0.23,0.66,2665.745141,39.8386802,0.517921395
2244,0.23,0.67,2664.341273,39.83956492,0.518175274
2245,0.23,0.68,2667.842982,39.81558929,0.517542018
2246,0.23,0.69,2657.833397,39.70043452,0.519352171
2247,0.23,0.7,2686.580361,40.0709758,0.514153513
2248,0.23,0.71,2662.634418,39.81504865,0.518483945
2249,0.23,0.72,2647.162323,39.61361986,0.521281949
2250,0.23,0.73,2651.373,39.59119886,0.520520482
2251,0.23,0.74,2652.589585,39.66637944,0.520300472
2252,0.23,0.75,2662.28608,39.73625755,0.518546939
2253,0.23,0.76,2655.707206,39.70886162,0.519736675
2254,0.23,0.77,2647.572853,39.65554812,0.521207708
2255,0.23,0.78,2662.327399,39.74406249,0.518539467
2256,0.23,0.79,2666.483123,39.81349144,0.517787937
2257,0.23,0.8,2642.852648,39.54125986,0.522061319
2258,0.23,0.81,2671.40243,39.86018714,0.51689832
2259,0.23,0.82,2657.757239,39.68489953,0.519365943
2260,0.23,0.83,2655.165656,39.71269076,0.51983461
2261,0.23,0.84,2661.513701,39.78776847,0.518686617
2262,0.23,0.85,2643.455122,39.65358171,0.521952366
2263,0.23,0.86,2669.244993,39.78227488,0.517288475
2264,0.23,0.87,2654.827437,39.76032171,0.519895775
2265,0.23,0.88,2666.898491,39.79683032,0.517712821
2266,0.23,0.89,2668.346945,39.82784312,0.51745088
2267,0.23,0.9,2665.069576,39.83189866,0.518043566
2268,0.23,0.91,2650.647073,39.76012936,0.52065176
2269,0.23,0.92,2680.369623,39.91458784,0.515276675
2270,0.23,0.93,2669.674855,39.81782755,0.517210738
2271,0.23,0.94,2665.022192,39.81764889,0.518052135
2272,0.23,0.95,2663.661068,39.74300636,0.518298283
2273,0.23,0.96,2625.163819,39.43110752,0.525260202
2274,0.23,0.97,2661.016404,39.80265905,0.51877655
2275,0.23,0.98,2658.103659,39.76899645,0.519303296
2276,0.23,0.99,2640.082993,39.57467718,0.522562189
2277,0.24,0.01,2667.202008,39.78236912,0.517657933
2278,0.24,0.02,2676.922919,39.88976993,0.515899984
2279,0.24,0.03,2666.269499,39.7061941,0.51782657
2280,0.24,0.04,2652.860942,39.64984526,0.5202514
2281,0.24,0.05,2644.342123,39.70613532,0.521791959
2282,0.24,0.06,2656.487606,39.67132689,0.519595546
2283,0.24,0.07,2663.148893,39.80995404,0.518390906
2284,0.24,0.08,2679.30957,39.89420965,0.515468377
2285,0.24,0.09,2668.590778,39.82034677,0.517406785
2286,0.24,0.1,2672.611981,39.86694474,0.516679583
2287,0.24,0.11,2667.852179,39.83835278,0.517540355
2288,0.24,0.12,2661.531897,39.74823805,0.518683327
2289,0.24,0.13,2679.542788,39.95019718,0.515426202
2290,0.24,0.14,2647.829323,39.58189397,0.521161327
2291,0.24,0.15,2653.605651,39.5980758,0.520116725
2292,0.24,0.16,2653.233579,39.70620003,0.520184011
2293,0.24,0.17,2676.396473,39.84995769,0.515995188
2294,0.24,0.18,2674.523002,39.8869007,0.51633399
2295,0.24,0.19,2672.545823,39.7708694,0.516691547
2296,0.24,0.2,2661.558274,39.84914906,0.518678557
2297,0.24,0.21,2649.993106,39.67536277,0.520770024
2298,0.24,0.22,2650.88316,39.64210962,0.520609065
2299,0.24,0.23,2656.023891,39.69726828,0.519679406
2300,0.24,0.24,2659.078723,39.73642439,0.519126964
2301,0.24,0.25,2663.858891,39.73843238,0.518262509
2302,0.24,0.26,2662.262946,39.85728308,0.518551122
2303,0.24,0.27,2657.776595,39.76111146,0.519362443
2304,0.24,0.28,2673.360689,39.85949484,0.516544185
2305,0.24,0.29,2658.436433,39.7477525,0.519243117
2306,0.24,0.3,2667.588995,39.83310372,0.517587949
2307,0.24,0.31,2640.733478,39.67046578,0.522444554
2308,0.24,0.32,2671.127371,39.84979177,0.516948062
2309,0.24,0.33,2675.801798,39.84179438,0.51610273
2310,0.24,0.34,2647.03236,39.65638132,0.521305452
2311,0.24,0.35,2678.616177,40.00076382,0.515593772
2312,0.24,0.36,2662.183215,39.7458028,0.518565541
2313,0.24,0.37,2667.932632,39.73432163,0.517525805
2314,0.24,0.38,2665.113647,39.83200964,0.518035596
2315,0.24,0.39,2664.031183,39.76867268,0.518231351
2316,0.24,0.4,2642.324875,39.57436697,0.522156763
2317,0.24,0.41,2647.638142,39.73092403,0.521195901
2318,0.24,0.42,2654.295774,39.72099119,0.519991922
2319,0.24,0.43,2642.271167,39.6248686,0.522166475
